Number,Vc,f,d,Ï•,VB,P,Replicate,Ra,Rz,Rq,Rt,Sm
3,220.0,0.12,0.7,D50,Worn,Middle,16,2.53,11.41,3.01,14.06,84.0
4,340.0,0.12,0.7,D50,Worn,Middle,16,2.66,10.79,3.11,13.01,102.0
5,220.0,0.08,1.2,D50,Worn,Middle,16,1.18,5.91,1.44,6.82,68.0
6,340.0,0.08,1.2,D50,Worn,Middle,16,2.09,11.84,2.68,16.17,85.0
7,220.0,0.12,1.2,D50,Worn,Middle,16,1.72,8.14,2.11,9.25,83.0
8,340.0,0.12,1.2,D50,Worn,Middle,16,1.69,7.15,2.02,7.57,68.0
9,179.09,0.1,0.95,D50,Worn,Middle,16,1.7,8.47,2.1,10.58,62.0
10,380.91,0.1,0.95,D50,Worn,Middle,16,2.11,9.75,2.53,12.93,91.0
11,280.0,0.07,0.95,D50,Worn,Middle,16,2.46,11.66,3.02,17.19,81.0
12,280.0,0.13,0.95,D50,Worn,Middle,16,2.0,7.56,2.23,8.18,64.0
13,280.0,0.1,0.53,D50,Worn,Middle,16,2.3,9.23,2.7,9.94,92.0
14,280.0,0.1,1.37,D50,Worn,Middle,16,2.47,9.63,2.84,10.62,91.0
15,280.0,0.1,0.95,D50,Worn,Middle,16,2.32,8.74,2.61,9.71,101.0
16,280.0,0.1,0.95,D50,Worn,Middle,16,2.64,12.71,3.13,17.94,90.0
17,280.0,0.1,0.95,D50,Worn,Middle,16,2.14,8.7,2.5,11.32,71.0
1,220.0,0.08,0.7,D50,Worn,Middle,17,2.0,10.41,2.46,14.47,78.0
2,340.0,0.08,0.7,D50,Worn,Middle,17,2.03,8.95,2.4,14.44,72.0
3,220.0,0.12,0.7,D50,Worn,Middle,17,2.12,8.55,2.52,10.82,102.0
4,340.0,0.12,0.7,D50,Worn,Middle,17,2.51,10.74,2.97,12.88,92.0
5,220.0,0.08,1.2,D50,Worn,Middle,17,1.34,6.48,1.6,8.06,94.0
6,340.0,0.08,1.2,D50,Worn,Middle,17,1.53,6.86,1.81,7.75,65.0
7,220.0,0.12,1.2,D50,Worn,Middle,17,1.46,6.2,1.74,7.92,65.0
8,340.0,0.12,1.2,D50,Worn,Middle,17,1.66,6.78,1.98,7.27,61.0
9,179.09,0.1,0.95,D50,Worn,Middle,17,2.05,11.87,2.65,21.17,54.0
10,380.91,0.1,0.95,D50,Worn,Middle,17,1.7,7.06,1.97,7.82,69.0
11,280.0,0.07,0.95,D50,Worn,Middle,17,1.77,6.79,2.01,7.63,70.0
12,280.0,0.13,0.95,D50,Worn,Middle,17,1.97,7.47,2.2,8.23,57.0
13,280.0,0.1,0.53,D50,Worn,Middle,17,2.43,7.99,2.72,8.19,100.0
14,280.0,0.1,1.37,D50,Worn,Middle,17,2.57,8.73,2.9,9.16,100.0
15,280.0,0.1,0.95,D50,Worn,Middle,17,2.09,7.16,2.36,7.46,100.0
16,280.0,0.1,0.95,D50,Worn,Middle,17,2.55,9.96,2.9,12.13,98.0
17,280.0,0.1,0.95,D50,Worn,Middle,17,2.28,8.27,2.59,8.94,87.0
1,220.0,0.08,0.7,D50,Worn,Middle,18,1.62,7.84,1.96,11.53,57.0
2,340.0,0.08,0.7,D50,Worn,Middle,18,2.06,11.01,2.65,17.25,60.0
3,220.0,0.12,0.7,D50,Worn,Middle,18,2.15,9.86,2.54,11.79,102.0
4,340.0,0.12,0.7,D50,Worn,Middle,18,2.45,10.88,2.87,13.16,101.0
5,220.0,0.08,1.2,D50,Worn,Middle,18,1.25,7.61,1.62,14.63,98.0
6,340.0,0.08,1.2,D50,Worn,Middle,18,1.37,6.29,1.63,7.14,60.0
7,220.0,0.12,1.2,D50,Worn,Middle,18,1.95,9.87,2.46,21.34,82.0
8,340.0,0.12,1.2,D50,Worn,Middle,18,1.71,7.43,2.08,10.52,80.0
9,179.09,0.1,0.95,D50,Worn,Middle,18,1.63,8.08,2.04,8.96,49.0
10,380.91,0.1,0.95,D50,Worn,Middle,18,1.84,8.07,2.14,9.1,70.0
11,280.0,0.07,0.95,D50,Worn,Middle,18,1.85,7.2,2.11,7.54,72.0
12,280.0,0.13,0.95,D50,Worn,Middle,18,1.99,7.44,2.21,7.77,58.0
13,280.0,0.1,0.53,D50,Worn,Middle,18,2.37,7.84,2.66,8.25,100.0
14,280.0,0.1,1.37,D50,Worn,Middle,18,2.52,8.69,2.86,8.97,100.0
15,280.0,0.1,0.95,D50,Worn,Middle,18,2.06,6.99,2.35,7.38,94.0
16,280.0,0.1,0.95,D50,Worn,Middle,18,2.25,7.33,2.51,7.68,101.0
17,280.0,0.1,0.95,D50,Worn,Middle,18,2.37,8.79,2.72,11.49,81.0
1,220.0,0.08,0.7,D50,Worn,Middle,19,2.22,9.86,2.63,17.53,73.0
2,340.0,0.08,0.7,D50,Worn,Middle,19,1.81,9.12,2.22,13.12,61.0
3,220.0,0.12,0.7,D50,Worn,Middle,19,2.24,16.82,2.1,10.37,66.0
4,340.0,0.12,0.7,D50,Worn,Middle,19,2.31,10.47,2.77,12.87,77.0
5,220.0,0.08,1.2,D50,Worn,Middle,19,1.91,8.91,2.36,11.79,60.0
6,340.0,0.08,1.2,D50,Worn,Middle,19,1.27,7.28,1.64,9.45,56.0
7,220.0,0.12,1.2,D50,Worn,Middle,19,1.91,9.97,2.38,14.3,84.0
8,340.0,0.12,1.2,D50,Worn,Middle,19,1.66,7.2,1.99,9.21,78.0
9,179.09,0.1,0.95,D50,Worn,Middle,19,1.91,9.88,2.38,15.05,53.0
10,380.91,0.1,0.95,D50,Worn,Middle,19,2.11,9.75,2.53,12.93,91.0
11,280.0,0.07,0.95,D50,Worn,Middle,19,2.27,9.39,2.6,11.76,76.0
12,280.0,0.13,0.95,D50,Worn,Middle,19,1.87,7.58,2.12,8.19,55.0
13,280.0,0.1,0.53,D50,Worn,Middle,19,2.16,8.7,2.53,9.65,87.0
14,280.0,0.1,1.37,D50,Worn,Middle,19,2.41,9.99,2.79,10.92,78.0
15,280.0,0.1,0.95,D50,Worn,Middle,19,2.34,8.7,2.63,9.96,98.0
16,280.0,0.1,0.95,D50,Worn,Middle,19,2.23,9.58,2.62,11.64,84.0
17,280.0,0.1,0.95,D50,Worn,Middle,19,2.94,12.62,3.38,15.84,96.0
1,220.0,0.08,0.7,D50,Worn,Middle,20,1.38,6.37,1.62,7.84,61.0
2,340.0,0.08,0.7,D50,Worn,Middle,20,1.78,8.77,2.2,14.89,61.0
3,220.0,0.12,0.7,D50,Worn,Middle,20,1.96,8.72,2.76,16.82,74.0
4,340.0,0.12,0.7,D50,Worn,Middle,20,2.56,11.27,3.01,14.13,95.0
5,220.0,0.08,1.2,D50,Worn,Middle,20,2.3,10.85,2.79,14.29,94.0
6,340.0,0.08,1.2,D50,Worn,Middle,20,1.25,6.66,1.56,9.11,81.0
7,220.0,0.12,1.2,D50,Worn,Middle,20,1.57,7.53,1.91,8.7,65.0
8,340.0,0.12,1.2,D50,Worn,Middle,20,1.59,6.63,1.91,7.56,75.0
9,179.09,0.1,0.95,D50,Worn,Middle,20,1.59,8.05,1.93,13.2,51.0
10,380.91,0.1,0.95,D50,Worn,Middle,20,1.7,7.06,1.97,7.82,69.0
11,280.0,0.07,0.95,D50,Worn,Middle,20,1.73,6.89,1.99,7.4,71.0
12,280.0,0.13,0.95,D50,Worn,Middle,20,2.05,7.71,2.29,8.11,59.0
13,280.0,0.1,0.53,D50,Worn,Middle,20,2.4,7.74,2.68,7.96,101.0
14,280.0,0.1,1.37,D50,Worn,Middle,20,2.49,8.63,2.85,9.14,101.0
15,280.0,0.1,0.95,D50,Worn,Middle,20,2.05,7.03,2.33,7.44,93.0
16,280.0,0.1,0.95,D50,Worn,Middle,20,2.24,7.48,2.51,7.88,100.0
17,280.0,0.1,0.95,D50,Worn,Middle,20,2.45,10.05,2.88,12.7,76.0
1,220.0,0.08,0.7,D50,Worn,Middle,21,2.03,11.44,2.75,16.49,70.0
2,340.0,0.08,0.7,D50,Worn,Middle,21,2.02,10.87,2.53,15.39,62.0
3,220.0,0.12,0.7,D50,Worn,Middle,21,2.34,10.09,2.35,9.82,63.0
4,340.0,0.12,0.7,D50,Worn,Middle,21,2.51,13.25,3.12,17.01,81.0
5,220.0,0.08,1.2,D50,Worn,Middle,21,2.34,11.08,2.9,14.01,65.0
6,340.0,0.08,1.2,D50,Worn,Middle,21,1.3,6.79,1.61,8.02,58.0
7,220.0,0.12,1.2,D50,Worn,Middle,21,1.76,8.48,2.12,12.42,71.0
8,340.0,0.12,1.2,D50,Worn,Middle,21,1.79,7.63,2.13,10.19,70.0
9,179.09,0.1,0.95,D50,Worn,Middle,21,1.89,9.26,2.33,15.98,69.0
10,380.91,0.1,0.95,D50,Worn,Middle,21,1.84,8.07,2.14,9.1,70.0
11,280.0,0.07,0.95,D50,Worn,Middle,21,1.72,7.07,2.03,7.57,70.0
12,280.0,0.13,0.95,D50,Worn,Middle,21,2.02,7.61,2.25,8.19,66.0
13,280.0,0.1,0.53,D50,Worn,Middle,21,2.38,7.76,2.67,8.07,101.0
14,280.0,0.1,1.37,D50,Worn,Middle,21,2.4,8.8,2.78,9.22,101.0
15,280.0,0.1,0.95,D50,Worn,Middle,21,2.11,7.12,2.39,7.61,101.0
16,280.0,0.1,0.95,D50,Worn,Middle,21,2.28,7.53,2.54,1.87,100.0
17,280.0,0.1,0.95,D50,Worn,Middle,21,2.33,7.89,2.62,8.38,93.0
1,220.0,0.08,0.7,D50,Worn,Middle,22,1.5,7.16,1.82,11.57,75.0
2,340.0,0.08,0.7,D50,Worn,Middle,22,2.37,12.68,2.98,20.3,67.0
3,220.0,0.12,0.7,D50,Worn,Middle,22,2.51,12.45,3.02,16.06,87.0
4,340.0,0.12,0.7,D50,Worn,Middle,22,2.75,11.23,3.18,12.66,113.0
5,220.0,0.08,1.2,D50,Worn,Middle,22,1.42,7.63,1.84,15.33,64.0
6,340.0,0.08,1.2,D50,Worn,Middle,22,1.52,7.49,1.82,9.37,68.0
7,220.0,0.12,1.2,D50,Worn,Middle,22,1.87,8.43,2.24,11.41,65.0
8,340.0,0.12,1.2,D50,Worn,Middle,22,1.65,7.51,1.98,9.23,67.0
9,179.09,0.1,0.95,D50,Worn,Middle,22,1.53,7.95,1.88,9.71,45.0
10,380.91,0.1,0.95,D50,Worn,Middle,22,2.12,9.4,2.48,12.26,85.0
11,280.0,0.07,0.95,D50,Worn,Middle,22,2.12,10.36,2.54,13.79,79.0
12,280.0,0.13,0.95,D50,Worn,Middle,22,1.96,7.87,2.21,9.29,61.0
13,280.0,0.1,0.53,D50,Worn,Middle,22,2.16,8.89,2.55,9.92,90.0
14,280.0,0.1,1.37,D50,Worn,Middle,22,3.13,12.84,3.63,17.18,87.0
15,280.0,0.1,0.95,D50,Worn,Middle,22,2.46,10.01,2.84,11.9,94.0
16,280.0,0.1,0.95,D50,Worn,Middle,22,2.27,9.67,2.64,13.44,100.0
17,280.0,0.1,0.95,D50,Worn,Middle,22,2.34,9.78,2.76,11.45,94.0
1,220.0,0.08,0.7,D50,Worn,Middle,23,1.96,9.4,2.35,16.45,66.0
2,340.0,0.08,0.7,D50,Worn,Middle,23,2.24,12.26,2.86,17.65,59.0
3,220.0,0.12,0.7,D50,Worn,Middle,23,2.37,9.78,2.77,10.56,87.0
4,340.0,0.12,0.7,D50,Worn,Middle,23,2.53,11.1,3.02,14.47,64.0
5,220.0,0.08,1.2,D50,Worn,Middle,23,1.34,7.7,1.75,13.08,67.0
6,340.0,0.08,1.2,D50,Worn,Middle,23,1.42,7.43,1.77,10.55,54.0
7,220.0,0.12,1.2,D50,Worn,Middle,23,1.65,7.41,2.01,8.9,62.0
8,340.0,0.12,1.2,D50,Worn,Middle,23,1.59,7.89,1.91,7.37,75.0
9,179.09,0.1,0.95,D50,Worn,Middle,23,1.48,7.46,1.85,8.81,52.0
10,380.91,0.1,0.95,D50,Worn,Middle,23,1.77,7.98,2.14,9.46,72.0
11,280.0,0.07,0.95,D50,Worn,Middle,23,1.77,7.04,2.03,7.51,73.0
12,280.0,0.13,0.95,D50,Worn,Middle,23,2.02,8.33,2.3,10.04,61.0
13,280.0,0.1,0.53,D50,Worn,Middle,23,2.38,7.67,2.67,7.81,101.0
14,280.0,0.1,1.37,D50,Worn,Middle,23,2.43,8.65,2.8,9.15,99.0
15,280.0,0.1,0.95,D50,Worn,Middle,23,2.1,7.65,2.38,9.19,101.0
16,280.0,0.1,0.95,D50,Worn,Middle,23,2.19,7.33,2.46,7.72,101.0
17,280.0,0.1,0.95,D50,Worn,Middle,23,2.47,10.75,2.87,12.28,87.0
1,220.0,0.08,0.7,D50,Worn,Middle,24,1.31,6.23,1.56,8.57,61.0
2,340.0,0.08,0.7,D50,Worn,Middle,24,1.7,7.8,2.02,9.19,77.0
3,220.0,0.12,0.7,D50,Worn,Middle,24,2.53,10.88,2.96,13.95,80.0
4,340.0,0.12,0.7,D50,Worn,Middle,24,2.46,10.49,2.92,12.74,79.0
5,220.0,0.08,1.2,D50,Worn,Middle,24,1.35,7.61,1.74,11.45,65.0
6,340.0,0.08,1.2,D50,Worn,Middle,24,1.44,6.93,1.71,8.2,83.0
7,220.0,0.12,1.2,D50,Worn,Middle,24,1.53,7.7,1.88,8.84,66.0
8,340.0,0.12,1.2,D50,Worn,Middle,24,1.56,6.77,1.87,7.22,68.0
9,179.09,0.1,0.95,D50,Worn,Middle,24,1.79,9.2,2.22,15.43,59.0
10,380.91,0.1,0.95,D50,Worn,Middle,24,1.65,7.04,1.93,7.54,72.0
11,280.0,0.07,0.95,D50,Worn,Middle,24,1.71,6.84,1.99,7.51,68.0
12,280.0,0.13,0.95,D50,Worn,Middle,24,2.04,7.84,2.27,9.58,71.0
13,280.0,0.1,0.53,D50,Worn,Middle,24,2.4,8.04,2.73,8.44,101.0
14,280.0,0.1,1.37,D50,Worn,Middle,24,2.55,8.54,2.89,8.9,101.0
15,280.0,0.1,0.95,D50,Worn,Middle,24,2.07,6.95,2.32,7.7,100.0
16,280.0,0.1,0.95,D50,Worn,Middle,24,2.27,7.43,2.54,7.83,101.0
17,280.0,0.1,0.95,D50,Worn,Middle,24,2.38,9.97,2.79,10.66,86.0
1,220.0,0.08,0.7,D50,Worn,Chuck,25,2.06,8.73,2.4,15.04,87.0
2,340.0,0.08,0.7,D50,Worn,Chuck,25,3.13,17.39,3.97,20.8,88.0
3,220.0,0.12,0.7,D50,Worn,Chuck,25,2.0,9.06,2.42,10.25,72.0
4,340.0,0.12,0.7,D50,Worn,Chuck,25,2.45,10.25,2.89,11.91,101.0
5,220.0,0.08,1.2,D50,Worn,Chuck,25,1.96,9.91,2.46,15.57,66.0
6,340.0,0.08,1.2,D50,Worn,Chuck,25,1.91,9.03,2.35,16.0,65.0
7,220.0,0.12,1.2,D50,Worn,Chuck,25,1.56,7.57,1.89,8.0,84.0
8,340.0,0.12,1.2,D50,Worn,Chuck,25,1.66,7.33,2.0,9.74,82.0
9,179.09,0.1,0.95,D50,Worn,Chuck,25,1.94,10.16,2.41,12.83,64.0
10,380.91,0.1,0.95,D50,Worn,Chuck,25,1.8,6.84,2.02,7.22,84.0
11,280.0,0.07,0.95,D50,Worn,Chuck,25,1.83,7.25,2.11,7.99,71.0
12,280.0,0.13,0.95,D50,Worn,Chuck,25,1.96,7.67,2.21,9.16,58.0
13,280.0,0.1,0.53,D50,Worn,Chuck,25,2.37,8.23,2.7,8.49,101.0
14,280.0,0.1,1.37,D50,Worn,Chuck,25,2.46,8.75,2.82,9.45,101.0
15,280.0,0.1,0.95,D50,Worn,Chuck,25,2.24,7.06,2.5,7.61,100.0
16,280.0,0.1,0.95,D50,Worn,Chuck,25,2.37,7.51,2.64,7.77,101.0
17,280.0,0.1,0.95,D50,Worn,Chuck,25,2.34,8.14,2.65,8.55,102.0
1,220.0,0.08,0.7,D50,Worn,Chuck,26,2.54,13.18,3.15,17.48,73.0
2,340.0,0.08,0.7,D50,Worn,Chuck,26,2.92,14.28,3.56,80.14,71.0
3,220.0,0.12,0.7,D50,Worn,Chuck,26,2.06,9.79,2.51,13.55,89.0
4,340.0,0.12,0.7,D50,Worn,Chuck,26,2.31,9.9,2.76,10.63,99.0
5,220.0,0.08,1.2,D50,Worn,Chuck,26,1.66,9.0,2.08,15.53,72.0
6,340.0,0.08,1.2,D50,Worn,Chuck,26,1.8,8.88,2.21,17.39,59.0
7,220.0,0.12,1.2,D50,Worn,Chuck,26,1.7,7.79,2.03,8.31,120.0
8,340.0,0.12,1.2,D50,Worn,Chuck,26,1.61,7.13,1.98,7.83,69.0
9,179.09,0.1,0.95,D50,Worn,Chuck,26,1.9,10.13,2.36,13.09,60.0
10,380.91,0.1,0.95,D50,Worn,Chuck,26,1.74,7.09,2.0,8.54,67.0
11,280.0,0.07,0.95,D50,Worn,Chuck,26,1.91,7.34,2.19,7.75,71.0
12,280.0,0.13,0.95,D50,Worn,Chuck,26,1.94,7.34,2.16,7.9,60.0
13,280.0,0.1,0.53,D50,Worn,Chuck,26,2.53,8.39,2.86,8.85,101.0
14,280.0,0.1,1.37,D50,Worn,Chuck,26,2.51,8.86,2.87,9.58,100.0
15,280.0,0.1,0.95,D50,Worn,Chuck,26,2.2,6.85,2.44,7.21,100.0
16,280.0,0.1,0.95,D50,Worn,Chuck,26,2.22,7.53,2.49,7.9,99.0
17,280.0,0.1,0.95,D50,Worn,Chuck,26,2.35,7.99,2.66,8.32,101.0
1,220.0,0.08,0.7,D50,Worn,Chuck,27,2.66,13.29,3.24,17.76,73.0
2,340.0,0.08,0.7,D50,Worn,Chuck,27,2.65,13.44,3.27,18.8,84.0
3,220.0,0.12,0.7,D50,Worn,Chuck,27,2.02,9.01,2.43,9.66,96.0
4,340.0,0.12,0.7,D50,Worn,Chuck,27,2.17,10.59,2.65,13.19,115.0
5,220.0,0.08,1.2,D50,Worn,Chuck,27,2.03,10.2,2.55,15.48,66.0
6,340.0,0.08,1.2,D50,Worn,Chuck,27,1.69,8.48,2.11,14.53,58.0
7,220.0,0.12,1.2,D50,Worn,Chuck,27,1.8,7.85,2.1,8.19,110.0
8,340.0,0.12,1.2,D50,Worn,Chuck,27,1.54,6.74,1.89,6.96,77.0
9,179.09,0.1,0.95,D50,Worn,Chuck,27,2.07,10.61,2.54,15.77,72.0
10,380.91,0.1,0.95,D50,Worn,Chuck,27,1.74,7.09,2.0,8.54,67.0
11,280.0,0.07,0.95,D50,Worn,Chuck,27,1.91,7.47,2.2,7.94,69.0
12,280.0,0.13,0.95,D50,Worn,Chuck,27,1.94,7.55,2.16,8.73,63.0
13,280.0,0.1,0.53,D50,Worn,Chuck,27,2.51,8.44,2.82,8.74,101.0
14,280.0,0.1,1.37,D50,Worn,Chuck,27,2.54,8.83,2.88,9.13,100.0
15,280.0,0.1,0.95,D50,Worn,Chuck,27,2.22,7.04,2.47,7.6,100.0
16,280.0,0.1,0.95,D50,Worn,Chuck,27,2.23,7.33,2.51,7.65,100.0
17,280.0,0.1,0.95,D50,Worn,Chuck,27,2.41,7.92,2.71,8.3,100.0
1,220.0,0.08,0.7,D50,Worn,Chuck,28,2.12,9.53,2.53,14.35,74.0
2,340.0,0.08,0.7,D50,Worn,Chuck,28,2.15,12.99,2.84,17.11,60.0
3,220.0,0.12,0.7,D50,Worn,Chuck,28,2.14,9.05,2.52,9.81,80.0
4,340.0,0.12,0.7,D50,Worn,Chuck,28,2.25,10.77,2.72,15.11,94.0
5,220.0,0.08,1.2,D50,Worn,Chuck,28,2.63,13.77,3.3,20.76,77.0
6,340.0,0.08,1.2,D50,Worn,Chuck,28,1.66,9.31,2.12,21.05,69.0
7,220.0,0.12,1.2,D50,Worn,Chuck,28,1.72,7.75,2.05,8.07,108.0
8,340.0,0.12,1.2,D50,Worn,Chuck,28,1.69,6.98,2.03,7.31,75.0
9,179.09,0.1,0.95,D50,Worn,Chuck,28,1.45,7.52,1.81,13.5,58.0
10,380.91,0.1,0.95,D50,Worn,Chuck,28,1.85,7.21,2.1,7.96,92.0
11,280.0,0.07,0.95,D50,Worn,Chuck,28,1.95,7.5,2.22,7.94,70.0
12,280.0,0.13,0.95,D50,Worn,Chuck,28,1.84,7.08,2.05,7.7,67.0
13,280.0,0.1,0.53,D50,Worn,Chuck,28,2.53,8.33,2.86,8.47,100.0
14,280.0,0.1,1.37,D50,Worn,Chuck,28,2.46,8.74,2.84,9.28,101.0
15,280.0,0.1,0.95,D50,Worn,Chuck,28,2.21,6.89,2.46,7.07,100.0
16,280.0,0.1,0.95,D50,Worn,Chuck,28,2.37,7.44,2.63,7.8,101.0
17,280.0,0.1,0.95,D50,Worn,Chuck,28,2.38,7.83,2.66,8.0,101.0
1,220.0,0.08,0.7,D50,Worn,Chuck,29,2.85,14.46,3.5,20.23,85.0
2,340.0,0.08,0.7,D50,Worn,Chuck,29,2.08,12.92,2.77,16.73,59.0
3,220.0,0.12,0.7,D50,Worn,Chuck,29,2.02,9.48,2.48,12.67,78.0
4,340.0,0.12,0.7,D50,Worn,Chuck,29,2.52,12.4,3.09,19.04,103.0
5,220.0,0.08,1.2,D50,Worn,Chuck,29,2.13,9.89,2.56,15.69,80.0
6,340.0,0.08,1.2,D50,Worn,Chuck,29,1.77,9.72,2.29,14.33,54.0
7,220.0,0.12,1.2,D50,Worn,Chuck,29,1.7,7.89,2.02,8.57,119.0
8,340.0,0.12,1.2,D50,Worn,Chuck,29,1.64,7.22,2.0,8.29,72.0
9,179.09,0.1,0.95,D50,Worn,Chuck,29,1.21,6.77,1.51,7.98,41.0
10,380.91,0.1,0.95,D50,Worn,Chuck,29,1.73,6.75,1.97,7.45,80.0
11,280.0,0.07,0.95,D50,Worn,Chuck,29,1.77,6.98,2.06,7.64,72.0
12,280.0,0.13,0.95,D50,Worn,Chuck,29,2.03,7.84,2.27,9.58,61.0
13,280.0,0.1,0.53,D50,Worn,Chuck,29,2.45,8.32,2.76,8.79,100.0
14,280.0,0.1,1.37,D50,Worn,Chuck,29,2.51,8.71,2.86,9.27,100.0
15,280.0,0.1,0.95,D50,Worn,Chuck,29,2.2,7.0,2.45,7.19,101.0
16,280.0,0.1,0.95,D50,Worn,Chuck,29,2.22,7.19,2.49,7.42,100.0
17,280.0,0.1,0.95,D50,Worn,Chuck,29,2.42,7.96,2.72,8.28,100.0
1,220.0,0.08,0.7,D50,Worn,Chuck,30,2.29,10.07,2.73,15.04,80.0
2,340.0,0.08,0.7,D50,Worn,Chuck,30,2.01,9.65,2.4,18.32,69.0
3,220.0,0.12,0.7,D50,Worn,Chuck,30,2.24,9.32,2.6,11.07,96.0
4,340.0,0.12,0.7,D50,Worn,Chuck,30,2.4,10.05,2.83,11.12,112.0
5,220.0,0.08,1.2,D50,Worn,Chuck,30,2.64,14.28,3.3,19.78,86.0
6,340.0,0.08,1.2,D50,Worn,Chuck,30,1.5,8.35,1.9,10.74,53.0
7,220.0,0.12,1.2,D50,Worn,Chuck,30,1.74,7.7,2.07,8.17,110.0
8,340.0,0.12,1.2,D50,Worn,Chuck,30,1.67,7.1,2.02,7.57,81.0
9,179.09,0.1,0.95,D50,Worn,Chuck,30,1.63,8.6,2.07,15.78,50.0
10,380.91,0.1,0.95,D50,Worn,Chuck,30,1.71,6.8,1.98,7.15,68.0
11,280.0,0.07,0.95,D50,Worn,Chuck,30,1.93,7.23,2.21,7.91,71.0
12,280.0,0.13,0.95,D50,Worn,Chuck,30,1.8,6.99,2.02,7.73,61.0
13,280.0,0.1,0.53,D50,Worn,Chuck,30,2.53,8.35,2.82,8.53,100.0
14,280.0,0.1,1.37,D50,Worn,Chuck,30,2.55,8.7,2.9,9.07,101.0
15,280.0,0.1,0.95,D50,Worn,Chuck,30,2.25,7.42,2.52,7.42,100.0
16,280.0,0.1,0.95,D50,Worn,Chuck,30,2.34,7.26,2.6,7.49,100.0
17,280.0,0.1,0.95,D50,Worn,Chuck,30,2.33,7.78,2.63,8.31,101.0
1,220.0,0.08,0.7,D50,Worn,Chuck,31,1.67,8.2,2.05,12.38,68.0
2,340.0,0.08,0.7,D50,Worn,Chuck,31,2.15,10.83,2.69,15.97,68.0
3,220.0,0.12,0.7,D50,Worn,Chuck,31,1.95,9.13,2.34,11.73,94.0
4,340.0,0.12,0.7,D50,Worn,Chuck,31,2.58,11.31,3.07,15.55,102.0
5,220.0,0.08,1.2,D50,Worn,Chuck,31,1.76,8.13,2.09,11.95,60.0
6,340.0,0.08,1.2,D50,Worn,Chuck,31,1.67,7.74,2.01,11.2,60.0
7,220.0,0.12,1.2,D50,Worn,Chuck,31,1.66,7.66,1.97,8.16,121.0
8,340.0,0.12,1.2,D50,Worn,Chuck,31,1.63,7.06,1.98,7.71,71.0
9,179.09,0.1,0.95,D50,Worn,Chuck,31,1.62,8.85,2.03,2.92,47.0
10,380.91,0.1,0.95,D50,Worn,Chuck,31,1.77,6.9,2.01,7.21,75.0
11,280.0,0.07,0.95,D50,Worn,Chuck,31,1.72,7.07,2.03,7.57,70.0
12,280.0,0.13,0.95,D50,Worn,Chuck,31,1.83,7.52,2.06,8.79,57.0
13,280.0,0.1,0.53,D50,Worn,Chuck,31,2.48,8.33,2.81,8.8,101.0
14,280.0,0.1,1.37,D50,Worn,Chuck,31,2.4,8.8,2.78,9.22,101.0
15,280.0,0.1,0.95,D50,Worn,Chuck,31,2.22,7.03,2.49,7.29,100.0
16,280.0,0.1,0.95,D50,Worn,Chuck,31,2.31,7.36,2.58,7.6,100.0
17,280.0,0.1,0.95,D50,Worn,Chuck,31,2.36,8.25,2.67,9.48,100.0
1,220.0,0.08,0.7,D50,Worn,Chuck,32,2.01,10.15,2.48,15.93,54.0
2,340.0,0.08,0.7,D50,Worn,Chuck,32,1.99,9.56,2.43,14.68,72.0
3,220.0,0.12,0.7,D50,Worn,Chuck,32,2.08,9.12,2.48,11.23,67.0
4,340.0,0.12,0.7,D50,Worn,Chuck,32,2.56,11.13,3.06,17.51,94.0
5,220.0,0.08,1.2,D50,Worn,Chuck,32,1.89,9.79,2.4,15.63,63.0
6,340.0,0.08,1.2,D50,Worn,Chuck,32,1.49,7.11,1.78,11.08,62.0
7,220.0,0.12,1.2,D50,Worn,Chuck,32,1.79,7.77,2.12,8.49,111.0
8,340.0,0.12,1.2,D50,Worn,Chuck,32,1.57,6.92,1.92,7.33,69.0
9,179.09,0.1,0.95,D50,Worn,Chuck,32,1.35,7.72,1.69,10.38,40.0
10,380.91,0.1,0.95,D50,Worn,Chuck,32,1.75,7.38,2.04,2.68,75.0
11,280.0,0.07,0.95,D50,Worn,Chuck,32,1.82,7.25,2.1,8.03,70.0
12,280.0,0.13,0.95,D50,Worn,Chuck,32,1.86,7.22,2.11,8.17,59.0
13,280.0,0.1,0.53,D50,Worn,Chuck,32,2.48,2.81,2.81,8.64,101.0
14,280.0,0.1,1.37,D50,Worn,Chuck,32,2.5,8.91,2.88,9.53,100.0
15,280.0,0.1,0.95,D50,Worn,Chuck,32,2.1,7.17,2.37,7.78,100.0
16,280.0,0.1,0.95,D50,Worn,Chuck,32,2.27,7.55,2.55,8.18,101.0
17,280.0,0.1,0.95,D50,Worn,Chuck,32,2.34,7.75,2.62,7.97,101.0
1,220.0,0.08,0.7,D50,Worn,Chuck,33,2.16,11.41,2.72,17.86,65.0
2,340.0,0.08,0.7,D50,Worn,Chuck,33,1.81,7.96,2.12,10.53,76.0
3,220.0,0.12,0.7,D50,Worn,Chuck,33,2.17,9.81,2.6,10.72,74.0
4,340.0,0.12,0.7,D50,Worn,Chuck,33,2.38,10.16,2.84,11.54,78.0
5,220.0,0.08,1.2,D50,Worn,Chuck,33,2.34,11.42,2.85,18.03,67.0
6,340.0,0.08,1.2,D50,Worn,Chuck,33,1.88,9.72,2.33,12.12,67.0
