Number,Vc,f,ap,Stiffness,Wear,Position,Block,Ra,Ry,Rz,Rq,Rt,Sm
9,179.09,0.10,0.95,D50,Worn,CE,Run 16,1.70,9.84,8.47,2.10,10.58,62.00
10,380.91,0.10,0.95,D50,Worn,CE,Run 16,2.11,12.83,9.75,2.53,12.93,91.00
11,280.00,0.07,0.95,D50,Worn,CE,Run 16,2.46,15.82,11.66,3.02,17.19,81.00
12,280.00,0.13,0.95,D50,Worn,CE,Run 16,2.00,7.95,7.56,2.23,8.18,64.00
13,280.00,0.10,0.53,D50,Worn,CE,Run 16,2.30,9.89,9.23,2.70,9.94,92.00
14,280.00,0.10,1.37,D50,Worn,CE,Run 16,2.47,10.48,9.63,2.84,10.62,91.00
15,280.00,0.10,0.95,D50,Worn,CE,Run 16,2.32,9.40,8.74,2.61,9.71,101.00
16,280.00,0.10,0.95,D50,Worn,CE,Run 16,2.64,17.01,12.71,3.13,17.94,90.00
17,280.00,0.10,0.95,D50,Worn,CE,Run 16,2.14,11.32,8.70,2.50,11.32,71.00
1,220.00,0.08,0.70,D50,Worn,CE,Run 17,2.00,14.47,10.41,2.46,14.47,78.00
2,340.00,0.08,0.70,D50,Worn,CE,Run 17,2.03,13.47,8.95,2.40,14.44,72.00
3,220.00,0.12,0.70,D50,Worn,CE,Run 17,2.12,10.82,8.55,2.52,10.82,102.00
4,340.00,0.12,0.70,D50,Worn,CE,Run 17,2.51,12.26,10.74,2.97,12.88,92.00
5,220.00,0.08,1.20,D50,Worn,CE,Run 17,1.34,8.06,6.48,1.60,8.06,94.00
6,340.00,0.08,1.20,D50,Worn,CE,Run 17,1.53,7.62,6.86,1.81,7.75,65.00
7,220.00,0.12,1.20,D50,Worn,CE,Run 17,1.46,7.40,6.20,1.74,7.92,65.00
8,340.00,0.12,1.20,D50,Worn,CE,Run 17,1.66,7.07,6.78,1.98,7.27,61.00
9,179.09,0.10,0.95,D50,Worn,CE,Run 17,2.05,21.17,11.87,2.65,21.17,54.00
10,380.91,0.10,0.95,D50,Worn,CE,Run 17,1.70,7.35,7.06,1.97,7.82,69.00
11,280.00,0.07,0.95,D50,Worn,CE,Run 17,1.77,7.10,6.79,2.01,7.63,70.00
12,280.00,0.13,0.95,D50,Worn,CE,Run 17,1.97,7.76,7.47,2.20,8.23,57.00
13,280.00,0.10,0.53,D50,Worn,CE,Run 17,2.43,8.15,7.99,2.72,8.19,100.00
14,280.00,0.10,1.37,D50,Worn,CE,Run 17,2.57,8.91,8.73,2.90,9.16,100.00
15,280.00,0.10,0.95,D50,Worn,CE,Run 17,2.09,7.33,7.16,2.36,7.46,100.00
16,280.00,0.10,0.95,D50,Worn,CE,Run 17,2.55,12.13,9.96,2.90,12.13,98.00
17,280.00,0.10,0.95,D50,Worn,CE,Run 17,2.28,8.49,8.27,2.59,8.94,87.00
1,220.00,0.08,0.70,D50,Worn,CE,Run 18,1.62,11.41,7.84,1.96,11.53,57.00
2,340.00,0.08,0.70,D50,Worn,CE,Run 18,2.06,17.25,11.01,2.65,17.25,60.00
3,220.00,0.12,0.70,D50,Worn,CE,Run 18,2.15,11.79,9.86,2.54,11.79,102.00
4,340.00,0.12,0.70,D50,Worn,CE,Run 18,2.45,12.62,10.88,2.87,13.16,101.00
5,220.00,0.08,1.20,D50,Worn,CE,Run 18,1.25,14.63,7.61,1.62,14.63,98.00
6,340.00,0.08,1.20,D50,Worn,CE,Run 18,1.37,7.14,6.29,1.63,7.14,60.00
7,220.00,0.12,1.20,D50,Worn,CE,Run 18,1.95,21.34,9.87,2.46,21.34,82.00
8,340.00,0.12,1.20,D50,Worn,CE,Run 18,1.71,10.11,7.43,2.08,10.52,80.00
9,179.09,0.10,0.95,D50,Worn,CE,Run 18,1.63,8.66,8.08,2.04,8.96,49.00
10,380.91,0.10,0.95,D50,Worn,CE,Run 18,1.84,8.71,8.07,2.14,9.10,70.00
11,280.00,0.07,0.95,D50,Worn,CE,Run 18,1.85,7.28,7.20,2.11,7.54,72.00
12,280.00,0.13,0.95,D50,Worn,CE,Run 18,1.99,7.76,7.44,2.21,7.77,58.00
13,280.00,0.10,0.53,D50,Worn,CE,Run 18,2.37,8.17,7.84,2.66,8.25,100.00
14,280.00,0.10,1.37,D50,Worn,CE,Run 18,2.52,8.96,8.69,2.86,8.97,100.00
15,280.00,0.10,0.95,D50,Worn,CE,Run 18,2.06,7.25,6.99,2.35,7.38,94.00
16,280.00,0.10,0.95,D50,Worn,CE,Run 18,2.25,7.67,7.33,2.51,7.68,101.00
17,280.00,0.10,0.95,D50,Worn,CE,Run 18,2.37,11.49,8.79,2.72,11.49,81.00
1,220.00,0.08,0.70,D50,Worn,CE,Run 19,2.22,17.53,9.86,2.63,17.53,73.00
2,340.00,0.08,0.70,D50,Worn,CE,Run 19,1.81,11.90,9.12,2.22,13.12,61.00
3,220.00,0.12,0.70,D50,Worn,CE,Run 19,2.24,16.82,16.82,2.10,10.37,66.00
4,340.00,0.12,0.70,D50,Worn,CE,Run 19,2.31,12.87,10.47,2.77,12.87,77.00
5,220.00,0.08,1.20,D50,Worn,CE,Run 19,1.91,11.65,8.91,2.36,11.79,60.00
6,340.00,0.08,1.20,D50,Worn,CE,Run 19,1.27,9.45,7.28,1.64,9.45,56.00
7,220.00,0.12,1.20,D50,Worn,CE,Run 19,1.91,12.77,9.97,2.38,14.30,84.00
8,340.00,0.12,1.20,D50,Worn,CE,Run 19,1.66,9.21,7.20,1.99,9.21,78.00
9,179.09,0.10,0.95,D50,Worn,CE,Run 19,1.91,15.02,9.88,2.38,15.05,53.00
10,380.91,0.10,0.95,D50,Worn,CE,Run 19,2.11,12.83,9.75,2.53,12.93,91.00
11,280.00,0.07,0.95,D50,Worn,CE,Run 19,2.27,11.07,9.39,2.60,11.76,76.00
12,280.00,0.13,0.95,D50,Worn,CE,Run 19,1.87,7.93,7.58,2.12,8.19,55.00
13,280.00,0.10,0.53,D50,Worn,CE,Run 19,2.16,9.65,8.70,2.53,9.65,87.00
14,280.00,0.10,1.37,D50,Worn,CE,Run 19,2.41,10.92,9.99,2.79,10.92,78.00
15,280.00,0.10,0.95,D50,Worn,CE,Run 19,2.34,9.36,8.70,2.63,9.96,98.00
16,280.00,0.10,0.95,D50,Worn,CE,Run 19,2.23,10.81,9.58,2.62,11.64,84.00
17,280.00,0.10,0.95,D50,Worn,CE,Run 19,2.94,14.81,12.62,3.38,15.84,96.00
1,220.00,0.08,0.70,D50,Worn,CE,Run 20,1.38,7.48,6.37,1.62,7.84,61.00
2,340.00,0.08,0.70,D50,Worn,CE,Run 20,1.78,14.89,8.77,2.20,14.89,61.00
3,220.00,0.12,0.70,D50,Worn,CE,Run 20,1.96,9.53,8.72,2.76,16.82,74.00
4,340.00,0.12,0.70,D50,Worn,CE,Run 20,2.56,14.01,11.27,3.01,14.13,95.00
5,220.00,0.08,1.20,D50,Worn,CE,Run 20,2.30,14.29,10.85,2.79,14.29,94.00
6,340.00,0.08,1.20,D50,Worn,CE,Run 20,1.25,9.11,6.66,1.56,9.11,81.00
7,220.00,0.12,1.20,D50,Worn,CE,Run 20,1.57,8.40,7.53,1.91,8.70,65.00
8,340.00,0.12,1.20,D50,Worn,CE,Run 20,1.59,6.99,6.63,1.91,7.56,75.00
9,179.09,0.10,0.95,D50,Worn,CE,Run 20,1.59,13.20,8.05,1.93,13.20,51.00
10,380.91,0.10,0.95,D50,Worn,CE,Run 20,1.70,7.35,7.06,1.97,7.82,69.00
11,280.00,0.07,0.95,D50,Worn,CE,Run 20,1.73,7.29,6.89,1.99,7.40,71.00
12,280.00,0.13,0.95,D50,Worn,CE,Run 20,2.05,8.11,7.71,2.29,8.11,59.00
13,280.00,0.10,0.53,D50,Worn,CE,Run 20,2.40,7.86,7.74,2.68,7.96,101.00
14,280.00,0.10,1.37,D50,Worn,CE,Run 20,2.49,8.86,8.63,2.85,9.14,101.00
15,280.00,0.10,0.95,D50,Worn,CE,Run 20,2.05,7.40,7.03,2.33,7.44,93.00
16,280.00,0.10,0.95,D50,Worn,CE,Run 20,2.24,7.88,7.48,2.51,7.88,100.00
17,280.00,0.10,0.95,D50,Worn,CE,Run 20,2.45,12.70,10.05,2.88,12.70,76.00
1,220.00,0.08,0.70,D50,Worn,CE,Run 21,2.03,17.74,11.44,2.75,16.49,70.00
2,340.00,0.08,0.70,D50,Worn,CE,Run 21,2.02,15.39,10.87,2.53,15.39,62.00
3,220.00,0.12,0.70,D50,Worn,CE,Run 21,2.34,11.15,10.09,2.35,9.82,63.00
4,340.00,0.12,0.70,D50,Worn,CE,Run 21,2.51,17.01,13.25,3.12,17.01,81.00
5,220.00,0.08,1.20,D50,Worn,CE,Run 21,2.34,13.46,11.08,2.90,14.01,65.00
6,340.00,0.08,1.20,D50,Worn,CE,Run 21,1.30,7.61,6.79,1.61,8.02,58.00
7,220.00,0.12,1.20,D50,Worn,CE,Run 21,1.76,12.42,8.48,2.12,12.42,71.00
8,340.00,0.12,1.20,D50,Worn,CE,Run 21,1.79,9.28,7.63,2.13,10.19,70.00
9,179.09,0.10,0.95,D50,Worn,CE,Run 21,1.89,15.98,9.26,2.33,15.98,69.00
10,380.91,0.10,0.95,D50,Worn,CE,Run 21,1.84,8.71,8.07,2.14,9.10,70.00
11,280.00,0.07,0.95,D50,Worn,CE,Run 21,1.72,7.40,7.07,2.03,7.57,70.00
12,280.00,0.13,0.95,D50,Worn,CE,Run 21,2.02,8.01,7.61,2.25,8.19,66.00
13,280.00,0.10,0.53,D50,Worn,CE,Run 21,2.38,8.07,7.76,2.67,8.07,101.00
14,280.00,0.10,1.37,D50,Worn,CE,Run 21,2.40,9.06,8.80,2.78,9.22,101.00
15,280.00,0.10,0.95,D50,Worn,CE,Run 21,2.11,7.61,7.12,2.39,7.61,101.00
16,280.00,0.10,0.95,D50,Worn,CE,Run 21,2.28,7.87,7.53,2.54,1.87,100.00
17,280.00,0.10,0.95,D50,Worn,CE,Run 21,2.33,8.32,7.89,2.62,8.38,93.00
1,220.00,0.08,0.70,D50,Worn,CE,Run 22,1.50,11.57,7.16,1.82,11.57,75.00
2,340.00,0.08,0.70,D50,Worn,CE,Run 22,2.37,18.88,12.68,2.98,20.30,67.00
3,220.00,0.12,0.70,D50,Worn,CE,Run 22,2.51,15.89,12.45,3.02,16.06,87.00
4,340.00,0.12,0.70,D50,Worn,CE,Run 22,2.75,12.57,11.23,3.18,12.66,113.00
5,220.00,0.08,1.20,D50,Worn,CE,Run 22,1.42,15.33,7.63,1.84,15.33,64.00
6,340.00,0.08,1.20,D50,Worn,CE,Run 22,1.52,8.20,7.49,1.82,9.37,68.00
7,220.00,0.12,1.20,D50,Worn,CE,Run 22,1.87,11.41,8.43,2.24,11.41,65.00
8,340.00,0.12,1.20,D50,Worn,CE,Run 22,1.65,8.30,7.51,1.98,9.23,67.00
9,179.09,0.10,0.95,D50,Worn,CE,Run 22,1.53,9.65,7.95,1.88,9.71,45.00
10,380.91,0.10,0.95,D50,Worn,CE,Run 22,2.12,12.26,9.40,2.48,12.26,85.00
11,280.00,0.07,0.95,D50,Worn,CE,Run 22,2.12,13.79,10.36,2.54,13.79,79.00
12,280.00,0.13,0.95,D50,Worn,CE,Run 22,1.96,8.39,7.87,2.21,9.29,61.00
13,280.00,0.10,0.53,D50,Worn,CE,Run 22,2.16,9.92,8.89,2.55,9.92,90.00
14,280.00,0.10,1.37,D50,Worn,CE,Run 22,3.13,17.18,12.84,3.63,17.18,87.00
15,280.00,0.10,0.95,D50,Worn,CE,Run 22,2.46,11.57,10.01,2.84,11.90,94.00
16,280.00,0.10,0.95,D50,Worn,CE,Run 22,2.27,13.44,9.67,2.64,13.44,100.00
17,280.00,0.10,0.95,D50,Worn,CE,Run 22,2.34,10.91,9.78,2.76,11.45,94.00
1,220.00,0.08,0.70,D50,Worn,CE,Run 23,1.96,16.45,9.40,2.35,16.45,66.00
2,340.00,0.08,0.70,D50,Worn,CE,Run 23,2.24,17.44,12.26,2.86,17.65,59.00
3,220.00,0.12,0.70,D50,Worn,CE,Run 23,2.37,10.56,9.78,2.77,10.56,87.00
4,340.00,0.12,0.70,D50,Worn,CE,Run 23,2.53,12.55,11.10,3.02,14.47,64.00
5,220.00,0.08,1.20,D50,Worn,CE,Run 23,1.34,13.08,7.70,1.75,13.08,67.00
6,340.00,0.08,1.20,D50,Worn,CE,Run 23,1.42,9.82,7.43,1.77,10.55,54.00
7,220.00,0.12,1.20,D50,Worn,CE,Run 23,1.65,7.72,7.41,2.01,8.90,62.00
8,340.00,0.12,1.20,D50,Worn,CE,Run 23,1.59,7.37,7.89,1.91,7.37,75.00
9,179.09,0.10,0.95,D50,Worn,CE,Run 23,1.48,8.19,7.46,1.85,8.81,52.00
10,380.91,0.10,0.95,D50,Worn,CE,Run 23,1.77,8.69,7.98,2.14,9.46,72.00
11,280.00,0.07,0.95,D50,Worn,CE,Run 23,1.77,7.30,7.04,2.03,7.51,73.00
12,280.00,0.13,0.95,D50,Worn,CE,Run 23,2.02,9.73,8.33,2.30,10.04,61.00
13,280.00,0.10,0.53,D50,Worn,CE,Run 23,2.38,7.78,7.67,2.67,7.81,101.00
14,280.00,0.10,1.37,D50,Worn,CE,Run 23,2.43,8.90,8.65,2.80,9.15,99.00
15,280.00,0.10,0.95,D50,Worn,CE,Run 23,2.10,9.19,7.65,2.38,9.19,101.00
16,280.00,0.10,0.95,D50,Worn,CE,Run 23,2.19,7.72,7.33,2.46,7.72,101.00
17,280.00,0.10,0.95,D50,Worn,CE,Run 23,2.47,12.28,10.75,2.87,12.28,87.00
1,220.00,0.08,0.70,D50,Worn,CE,Run 24,1.31,8.32,6.23,1.56,8.57,61.00
2,340.00,0.08,0.70,D50,Worn,CE,Run 24,1.70,8.50,7.80,2.02,9.19,77.00
3,220.00,0.12,0.70,D50,Worn,CE,Run 24,2.53,13.52,10.88,2.96,13.95,80.00
4,340.00,0.12,0.70,D50,Worn,CE,Run 24,2.46,12.05,10.49,2.92,12.74,79.00
5,220.00,0.08,1.20,D50,Worn,CE,Run 24,1.35,11.35,7.61,1.74,11.45,65.00
6,340.00,0.08,1.20,D50,Worn,CE,Run 24,1.44,8.04,6.93,1.71,8.20,83.00
7,220.00,0.12,1.20,D50,Worn,CE,Run 24,1.53,8.43,7.70,1.88,8.84,66.00
8,340.00,0.12,1.20,D50,Worn,CE,Run 24,1.56,7.06,6.77,1.87,7.22,68.00
9,179.09,0.10,0.95,D50,Worn,CE,Run 24,1.79,15.43,9.20,2.22,15.43,59.00
10,380.91,0.10,0.95,D50,Worn,CE,Run 24,1.65,7.36,7.04,1.93,7.54,72.00
11,280.00,0.07,0.95,D50,Worn,CE,Run 24,1.71,7.23,6.84,1.99,7.51,68.00
12,280.00,0.13,0.95,D50,Worn,CE,Run 24,2.04,8.56,7.84,2.27,9.58,71.00
13,280.00,0.10,0.53,D50,Worn,CE,Run 24,2.40,8.22,8.04,2.73,8.44,101.00
14,280.00,0.10,1.37,D50,Worn,CE,Run 24,2.55,8.86,8.54,2.89,8.90,101.00
15,280.00,0.10,0.95,D50,Worn,CE,Run 24,2.07,7.43,6.95,2.32,7.70,100.00
16,280.00,0.10,0.95,D50,Worn,CE,Run 24,2.27,7.77,7.43,2.54,7.83,101.00
17,280.00,0.10,0.95,D50,Worn,CE,Run 24,2.38,10.64,9.97,2.79,10.66,86.00
1,220.00,0.08,0.70,D50,Worn,Chuck,Run 25,2.06,15.04,8.73,2.40,15.04,87.00
2,340.00,0.08,0.70,D50,Worn,Chuck,Run 25,3.13,19.56,17.39,3.97,20.80,88.00
3,220.00,0.12,0.70,D50,Worn,Chuck,Run 25,2.00,10.25,9.06,2.42,10.25,72.00
4,340.00,0.12,0.70,D50,Worn,Chuck,Run 25,2.45,11.83,10.25,2.89,11.91,101.00
5,220.00,0.08,1.20,D50,Worn,Chuck,Run 25,1.96,15.57,9.91,2.46,15.57,66.00
6,340.00,0.08,1.20,D50,Worn,Chuck,Run 25,1.91,16.00,9.03,2.35,16.00,65.00
7,220.00,0.12,1.20,D50,Worn,Chuck,Run 25,1.56,7.79,7.57,1.89,8.00,84.00
8,340.00,0.12,1.20,D50,Worn,Chuck,Run 25,1.66,9.74,7.33,2.00,9.74,82.00
9,179.09,0.10,0.95,D50,Worn,Chuck,Run 25,1.94,12.49,10.16,2.41,12.83,64.00
10,380.91,0.10,0.95,D50,Worn,Chuck,Run 25,1.80,7.16,6.84,2.02,7.22,84.00
11,280.00,0.07,0.95,D50,Worn,Chuck,Run 25,1.83,7.58,7.25,2.11,7.99,71.00
12,280.00,0.13,0.95,D50,Worn,Chuck,Run 25,1.96,8.55,7.67,2.21,9.16,58.00
13,280.00,0.10,0.53,D50,Worn,Chuck,Run 25,2.37,8.44,8.23,2.70,8.49,101.00
14,280.00,0.10,1.37,D50,Worn,Chuck,Run 25,2.46,9.45,8.75,2.82,9.45,101.00
15,280.00,0.10,0.95,D50,Worn,Chuck,Run 25,2.24,7.35,7.06,2.50,7.61,100.00
16,280.00,0.10,0.95,D50,Worn,Chuck,Run 25,2.37,7.77,7.51,2.64,7.77,101.00
17,280.00,0.10,0.95,D50,Worn,Chuck,Run 25,2.34,8.36,8.14,2.65,8.55,102.00
1,220.00,0.08,0.70,D50,Worn,Chuck,Run 26,2.54,17.30,13.18,3.15,17.48,73.00
2,340.00,0.08,0.70,D50,Worn,Chuck,Run 26,2.92,20.14,14.28,3.56,80.14,71.00
3,220.00,0.12,0.70,D50,Worn,Chuck,Run 26,2.06,13.55,9.79,2.51,13.55,89.00
4,340.00,0.12,0.70,D50,Worn,Chuck,Run 26,2.31,10.57,9.90,2.76,10.63,99.00
5,220.00,0.08,1.20,D50,Worn,Chuck,Run 26,1.66,15.53,9.00,2.08,15.53,72.00
6,340.00,0.08,1.20,D50,Worn,Chuck,Run 26,1.80,17.39,8.88,2.21,17.39,59.00
7,220.00,0.12,1.20,D50,Worn,Chuck,Run 26,1.70,8.16,7.79,2.03,8.31,120.00
8,340.00,0.12,1.20,D50,Worn,Chuck,Run 26,1.61,7.81,7.13,1.98,7.83,69.00
9,179.09,0.10,0.95,D50,Worn,Chuck,Run 26,1.90,13.09,10.13,2.36,13.09,60.00
10,380.91,0.10,0.95,D50,Worn,Chuck,Run 26,1.74,8.52,7.09,2.00,8.54,67.00
11,280.00,0.07,0.95,D50,Worn,Chuck,Run 26,1.91,7.65,7.34,2.19,7.75,71.00
12,280.00,0.13,0.95,D50,Worn,Chuck,Run 26,1.94,7.80,7.34,2.16,7.90,60.00
13,280.00,0.10,0.53,D50,Worn,Chuck,Run 26,2.53,8.68,8.39,2.86,8.85,101.00
14,280.00,0.10,1.37,D50,Worn,Chuck,Run 26,2.51,9.29,8.86,2.87,9.58,100.00
15,280.00,0.10,0.95,D50,Worn,Chuck,Run 26,2.20,9.64,6.85,2.44,7.21,100.00
16,280.00,0.10,0.95,D50,Worn,Chuck,Run 26,2.22,7.79,7.53,2.49,7.90,99.00
17,280.00,0.10,0.95,D50,Worn,Chuck,Run 26,2.35,8.32,7.99,2.66,8.32,101.00
1,220.00,0.08,0.70,D50,Worn,Chuck,Run 27,2.66,17.35,13.29,3.24,17.76,73.00
2,340.00,0.08,0.70,D50,Worn,Chuck,Run 27,2.65,18.22,13.44,3.27,18.80,84.00
3,220.00,0.12,0.70,D50,Worn,Chuck,Run 27,2.02,9.54,9.01,2.43,9.66,96.00
4,340.00,0.12,0.70,D50,Worn,Chuck,Run 27,2.17,12.99,10.59,2.65,13.19,115.00
5,220.00,0.08,1.20,D50,Worn,Chuck,Run 27,2.03,14.80,10.20,2.55,15.48,66.00
6,340.00,0.08,1.20,D50,Worn,Chuck,Run 27,1.69,14.53,8.48,2.11,14.53,58.00
7,220.00,0.12,1.20,D50,Worn,Chuck,Run 27,1.80,8.11,7.85,2.10,8.19,110.00
8,340.00,0.12,1.20,D50,Worn,Chuck,Run 27,1.54,6.85,6.74,1.89,6.96,77.00
9,179.09,0.10,0.95,D50,Worn,Chuck,Run 27,2.07,15.72,10.61,2.54,15.77,72.00
10,380.91,0.10,0.95,D50,Worn,Chuck,Run 27,1.74,8.52,7.09,2.00,8.54,67.00
11,280.00,0.07,0.95,D50,Worn,Chuck,Run 27,1.91,7.85,7.47,2.20,7.94,69.00
12,280.00,0.13,0.95,D50,Worn,Chuck,Run 27,1.94,8.73,7.55,2.16,8.73,63.00
13,280.00,0.10,0.53,D50,Worn,Chuck,Run 27,2.51,8.69,8.44,2.82,8.74,101.00
14,280.00,0.10,1.37,D50,Worn,Chuck,Run 27,2.54,9.13,8.83,2.88,9.13,100.00
15,280.00,0.10,0.95,D50,Worn,Chuck,Run 27,2.22,7.40,7.04,2.47,7.60,100.00
16,280.00,0.10,0.95,D50,Worn,Chuck,Run 27,2.23,7.60,7.33,2.51,7.65,100.00
17,280.00,0.10,0.95,D50,Worn,Chuck,Run 27,2.41,8.27,7.92,2.71,8.30,100.00
1,220.00,0.08,0.70,D50,Worn,Chuck,Run 28,2.12,13.19,9.53,2.53,14.35,74.00
2,340.00,0.08,0.70,D50,Worn,Chuck,Run 28,2.15,17.00,12.99,2.84,17.11,60.00
3,220.00,0.12,0.70,D50,Worn,Chuck,Run 28,2.14,9.81,9.05,2.52,9.81,80.00
4,340.00,0.12,0.70,D50,Worn,Chuck,Run 28,2.25,15.11,10.77,2.72,15.11,94.00
5,220.00,0.08,1.20,D50,Worn,Chuck,Run 28,2.63,20.76,13.77,3.30,20.76,77.00
6,340.00,0.08,1.20,D50,Worn,Chuck,Run 28,1.66,21.05,9.31,2.12,21.05,69.00
7,220.00,0.12,1.20,D50,Worn,Chuck,Run 28,1.72,7.94,7.75,2.05,8.07,108.00
8,340.00,0.12,1.20,D50,Worn,Chuck,Run 28,1.69,7.31,6.98,2.03,7.31,75.00
9,179.09,0.10,0.95,D50,Worn,Chuck,Run 28,1.45,13.50,7.52,1.81,13.50,58.00
10,380.91,0.10,0.95,D50,Worn,Chuck,Run 28,1.85,7.96,7.21,2.10,7.96,92.00
11,280.00,0.07,0.95,D50,Worn,Chuck,Run 28,1.95,7.75,7.50,2.22,7.94,70.00
12,280.00,0.13,0.95,D50,Worn,Chuck,Run 28,1.84,7.47,7.08,2.05,7.70,67.00
13,280.00,0.10,0.53,D50,Worn,Chuck,Run 28,2.53,8.44,8.33,2.86,8.47,100.00
14,280.00,0.10,1.37,D50,Worn,Chuck,Run 28,2.46,9.01,8.74,2.84,9.28,101.00
15,280.00,0.10,0.95,D50,Worn,Chuck,Run 28,2.21,7.03,6.89,2.46,7.07,100.00
16,280.00,0.10,0.95,D50,Worn,Chuck,Run 28,2.37,7.80,7.44,2.63,7.80,101.00
17,280.00,0.10,0.95,D50,Worn,Chuck,Run 28,2.38,7.98,7.83,2.66,8.00,101.00
1,220.00,0.08,0.70,D50,Worn,Chuck,Run 29,2.85,17.98,14.46,3.50,20.23,85.00
2,340.00,0.08,0.70,D50,Worn,Chuck,Run 29,2.08,16.73,12.92,2.77,16.73,59.00
3,220.00,0.12,0.70,D50,Worn,Chuck,Run 29,2.02,12.67,9.48,2.48,12.67,78.00
4,340.00,0.12,0.70,D50,Worn,Chuck,Run 29,2.52,18.60,12.40,3.09,19.04,103.00
5,220.00,0.08,1.20,D50,Worn,Chuck,Run 29,2.13,13.76,9.89,2.56,15.69,80.00
6,340.00,0.08,1.20,D50,Worn,Chuck,Run 29,1.77,14.33,9.72,2.29,14.33,54.00
7,220.00,0.12,1.20,D50,Worn,Chuck,Run 29,1.70,8.57,7.89,2.02,8.57,119.00
8,340.00,0.12,1.20,D50,Worn,Chuck,Run 29,1.64,8.29,7.22,2.00,8.29,72.00
9,179.09,0.10,0.95,D50,Worn,Chuck,Run 29,1.21,7.93,6.77,1.51,7.98,41.00
10,380.91,0.10,0.95,D50,Worn,Chuck,Run 29,1.73,7.42,6.75,1.97,7.45,80.00
11,280.00,0.07,0.95,D50,Worn,Chuck,Run 29,1.77,7.44,6.98,2.06,7.64,72.00
12,280.00,0.13,0.95,D50,Worn,Chuck,Run 29,2.03,9.52,7.84,2.27,9.58,61.00
13,280.00,0.10,0.53,D50,Worn,Chuck,Run 29,2.45,8.63,8.32,2.76,8.79,100.00
14,280.00,0.10,1.37,D50,Worn,Chuck,Run 29,2.51,9.25,8.71,2.86,9.27,100.00
15,280.00,0.10,0.95,D50,Worn,Chuck,Run 29,2.20,7.13,7.00,2.45,7.19,101.00
16,280.00,0.10,0.95,D50,Worn,Chuck,Run 29,2.22,7.36,7.19,2.49,7.42,100.00
17,280.00,0.10,0.95,D50,Worn,Chuck,Run 29,2.42,8.19,7.96,2.72,8.28,100.00
1,220.00,0.08,0.70,D50,Worn,Chuck,Run 30,2.29,15.04,10.07,2.73,15.04,80.00
2,340.00,0.08,0.70,D50,Worn,Chuck,Run 30,2.01,18.32,9.65,2.40,18.32,69.00
3,220.00,0.12,0.70,D50,Worn,Chuck,Run 30,2.24,10.88,9.32,2.60,11.07,96.00
4,340.00,0.12,0.70,D50,Worn,Chuck,Run 30,2.40,10.98,10.05,2.83,11.12,112.00
5,220.00,0.08,1.20,D50,Worn,Chuck,Run 30,2.64,19.78,14.28,3.30,19.78,86.00
6,340.00,0.08,1.20,D50,Worn,Chuck,Run 30,1.50,10.37,8.35,1.90,10.74,53.00
7,220.00,0.12,1.20,D50,Worn,Chuck,Run 30,1.74,8.07,7.70,2.07,8.17,110.00
8,340.00,0.12,1.20,D50,Worn,Chuck,Run 30,1.67,7.57,7.10,2.02,7.57,81.00
9,179.09,0.10,0.95,D50,Worn,Chuck,Run 30,1.63,15.78,8.60,2.07,15.78,50.00
10,380.91,0.10,0.95,D50,Worn,Chuck,Run 30,1.71,7.04,6.80,1.98,7.15,68.00
11,280.00,0.07,0.95,D50,Worn,Chuck,Run 30,1.93,7.91,7.23,2.21,7.91,71.00
12,280.00,0.13,0.95,D50,Worn,Chuck,Run 30,1.80,7.40,6.99,2.02,7.73,61.00
13,280.00,0.10,0.53,D50,Worn,Chuck,Run 30,2.53,8.53,8.35,2.82,8.53,100.00
14,280.00,0.10,1.37,D50,Worn,Chuck,Run 30,2.55,8.88,8.70,2.90,9.07,101.00
15,280.00,0.10,0.95,D50,Worn,Chuck,Run 30,2.25,7.42,7.42,2.52,7.42,100.00
16,280.00,0.10,0.95,D50,Worn,Chuck,Run 30,2.34,7.47,7.26,2.60,7.49,100.00
17,280.00,0.10,0.95,D50,Worn,Chuck,Run 30,2.33,8.31,7.78,2.63,8.31,101.00
1,220.00,0.08,0.70,D50,Worn,Chuck,Run 31,1.67,11.58,8.20,2.05,12.38,68.00
2,340.00,0.08,0.70,D50,Worn,Chuck,Run 31,2.15,15.97,10.83,2.69,15.97,68.00
3,220.00,0.12,0.70,D50,Worn,Chuck,Run 31,1.95,10.49,9.13,2.34,11.73,94.00
4,340.00,0.12,0.70,D50,Worn,Chuck,Run 31,2.58,15.55,11.31,3.07,15.55,102.00
5,220.00,0.08,1.20,D50,Worn,Chuck,Run 31,1.76,11.95,8.13,2.09,11.95,60.00
6,340.00,0.08,1.20,D50,Worn,Chuck,Run 31,1.67,10.40,7.74,2.01,11.20,60.00
7,220.00,0.12,1.20,D50,Worn,Chuck,Run 31,1.66,8.01,7.66,1.97,8.16,121.00
8,340.00,0.12,1.20,D50,Worn,Chuck,Run 31,1.63,7.29,7.06,1.98,7.71,71.00
9,179.09,0.10,0.95,D50,Worn,Chuck,Run 31,1.62,11.96,8.85,2.03,2.92,47.00
10,380.91,0.10,0.95,D50,Worn,Chuck,Run 31,1.77,7.05,6.90,2.01,7.21,75.00
11,280.00,0.07,0.95,D50,Worn,Chuck,Run 31,1.72,7.40,7.07,2.03,7.57,70.00
